FlowCell Text Data File: 85.2.csv
Software Version: 2.00P
Triax Firmware Version: 0.63
Fractionator Firmware Version 4.210
Date: 2022-11-15
Time: 15:12:09
User: Katie

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 40.0% v/v
Time: 3h
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 22 ms
Sample A Zero: 869233
Source A Zero: 344722.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
78633.700, 335034.633, 35.40, 5.343220, , 
79472.833, 335125.967, 35.50, 5.319946, , 
80343.833, 335146.567, 35.59, 5.295554, , 
81672.700, 335127.133, 35.69, 5.258506, , 
83163.100, 335155.033, 35.79, 5.217997, , 
84871.533, 335169.767, 35.89, 5.172333, , 
86689.267, 335171.200, 35.99, 5.124653, , 
88917.200, 335183.700, 36.09, 5.067631, , 
91350.967, 335145.167, 36.19, 5.006603, , 
94329.733, 335343.267, 36.29, 4.935722, , 
97759.033, 335187.667, 36.39, 4.854316, , 
101498.533, 335188.000, 36.49, 4.769840, , 
106095.133, 335258.900, 36.59, 4.670640, , 
111201.667, 335170.100, 36.69, 4.564253, , 
116747.867, 335251.167, 36.79, 4.455266, , 
123098.367, 335162.467, 36.89, 4.335471, , 
129898.867, 335107.033, 36.99, 4.214087, , 
137578.133, 335051.967, 37.08, 4.084462, , 
145703.233, 335034.733, 37.18, 3.955216, , 
154018.733, 334981.367, 37.29, 3.829954, , 
163239.900, 334960.800, 37.38, 3.698960, , 
173375.600, 334985.067, 37.48, 3.563558, , 
182353.733, 335065.367, 37.58, 3.450477, , 
190828.833, 335140.100, 37.68, 3.348746, , 
200099.667, 335078.900, 37.78, 3.241577, , 
208647.967, 335107.233, 37.88, 3.147625, , 
216444.867, 335089.400, 37.98, 3.064942, , 
224604.367, 334981.700, 38.08, 2.980943, , 
232280.267, 334992.033, 38.18, 2.905388, , 
240018.233, 335128.533, 38.28, 2.832557, , 
247305.900, 335135.033, 38.38, 2.765288, , 
254278.900, 335104.667, 38.48, 2.702509, , 
261637.200, 335049.400, 38.57, 2.637940, , 
268347.633, 335149.400, 38.68, 2.581620, , 
275296.933, 335189.400, 38.78, 2.524352, , 
282153.267, 335112.200, 38.87, 2.468472, , 
288437.167, 335066.533, 38.97, 2.418596, , 
295437.033, 335139.467, 39.08, 2.365124, , 
301782.200, 334987.967, 39.17, 2.316285, , 
308522.700, 335032.633, 39.27, 2.266873, , 
314260.867, 335083.933, 39.37, 2.225746, , 
