FlowCell Text Data File: 39.3.csv
Software Version: 2.00P
Triax Firmware Version: 0.63
Fractionator Firmware Version 4.210
Date: 2022-11-18
Time: 14:54:41
User: Katie

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 40.0% v/v
Time: 3h
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 22 ms
Sample A Zero: 860628
Source A Zero: 343375.2

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
663511.900, 333293.300, 12.02, 0.518308, , 
663924.767, 333240.967, 12.13, 0.516555, , 
665494.900, 333241.167, 12.23, 0.511240, , 
666912.900, 333327.167, 12.32, 0.507031, , 
668099.600, 333219.533, 12.42, 0.502303, , 
668706.967, 333227.733, 12.52, 0.500314, , 
669729.200, 333203.900, 12.62, 0.496715, , 
669233.867, 333170.133, 12.72, 0.498152, , 
670136.700, 333097.000, 12.82, 0.494624, , 
670684.200, 333206.700, 12.92, 0.493528, , 
671037.533, 333203.467, 13.02, 0.492320, , 
671363.633, 333178.700, 13.12, 0.491060, , 
671498.433, 333189.200, 13.22, 0.490679, , 
671652.867, 333211.233, 13.32, 0.490310, , 
671656.700, 333228.633, 13.42, 0.490415, , 
671376.933, 333280.100, 13.52, 0.491700, , 
670918.733, 333204.933, 13.62, 0.492729, , 
670195.500, 333147.700, 13.72, 0.494769, , 
670009.733, 333204.067, 13.81, 0.495774, , 
669220.567, 333172.567, 13.92, 0.498213, , 
668513.233, 333087.067, 14.02, 0.500016, , 
667234.200, 333052.267, 14.11, 0.504090, , 
665929.333, 333077.700, 14.21, 0.508668, , 
664454.833, 333019.200, 14.32, 0.513261, , 
663007.767, 333180.800, 14.41, 0.519259, , 
661024.667, 333122.433, 14.51, 0.525606, , 
658248.800, 333101.000, 14.61, 0.534931, , 
655179.867, 333111.433, 14.71, 0.545518, , 
651059.767, 333005.133, 14.81, 0.558997, , 
646507.933, 333021.100, 14.91, 0.574894, , 
641102.933, 333079.333, 15.01, 0.594181, , 
634749.033, 332998.767, 15.11, 0.616051, , 
627683.733, 333042.667, 15.21, 0.641538, , 
620041.933, 333073.633, 15.31, 0.669313, , 
611352.433, 333093.600, 15.41, 0.701210, , 
602195.767, 333149.700, 15.51, 0.735550, , 
592024.267, 333156.400, 15.61, 0.773931, , 
581559.767, 333195.633, 15.70, 0.814330, , 
571122.233, 333152.367, 15.80, 0.854795, , 
560325.167, 333105.633, 15.91, 0.897431, , 
549429.900, 333050.667, 16.00, 0.941249, , 
539235.733, 333172.733, 16.10, 0.984221, , 
529298.400, 333063.300, 16.20, 1.025340, , 
519990.300, 333139.333, 16.30, 1.065782, , 
512144.167, 333055.967, 16.40, 1.099434, , 
505094.967, 333105.067, 16.50, 1.130956, , 
497832.700, 333129.467, 16.60, 1.163713, , 
492124.333, 332996.500, 16.70, 1.188768, , 
487770.133, 333050.000, 16.80, 1.209129, , 
484269.400, 333000.433, 16.90, 1.225004, , 
482376.567, 333029.667, 17.00, 1.234015, , 
482126.900, 333051.600, 17.10, 1.235328, , 
482763.500, 332938.333, 17.19, 1.231593, , 
484850.633, 333024.867, 17.29, 1.222470, , 
488342.533, 333018.400, 17.39, 1.206277, , 
492708.100, 333010.667, 17.50, 1.186196, , 
498153.800, 333048.033, 17.60, 1.161712, , 
504506.533, 333045.067, 17.69, 1.133174, , 
511643.033, 333039.033, 17.79, 1.101523, , 
519050.267, 333040.833, 17.89, 1.069188, , 
526880.667, 333105.300, 17.99, 1.035927, , 
535669.967, 333147.500, 18.09, 0.998981, , 
543726.667, 333252.400, 18.19, 0.966094, , 
552062.733, 333120.833, 18.29, 0.930965, , 
560492.100, 333168.267, 18.39, 0.897183, , 
568222.000, 333052.967, 18.49, 0.865580, , 
575665.800, 333117.800, 18.59, 0.836729, , 
583222.467, 333171.533, 18.69, 0.807743, , 
590365.233, 333104.267, 18.79, 0.779894, , 
597096.800, 333109.333, 18.89, 0.754413, , 
602839.367, 333157.800, 18.99, 0.733201, , 
608372.900, 333071.700, 19.09, 0.712056, , 
613849.833, 333126.833, 19.19, 0.692260, , 
617283.800, 333006.200, 19.28, 0.678890, , 
621182.400, 332951.333, 19.38, 0.664351, , 
624321.300, 332910.567, 19.48, 0.652733, , 
626984.900, 332916.067, 19.58, 0.643189, , 
629482.933, 333100.533, 19.68, 0.635487, , 
632023.233, 333033.500, 19.78, 0.625971, , 
633990.267, 332970.167, 19.88, 0.618550, , 
636005.267, 332926.600, 19.98, 0.611114, , 
637652.933, 333033.233, 20.08, 0.606012, , 
639060.500, 333040.933, 20.18, 0.601102, , 
640925.567, 332994.033, 20.28, 0.594227, , 
642046.467, 333031.833, 20.38, 0.590550, , 
643325.500, 333063.833, 20.48, 0.586288, , 
644629.767, 333052.900, 20.58, 0.581656, , 
645433.200, 333024.700, 20.68, 0.578662, , 
646635.800, 333031.533, 20.78, 0.574519, , 
647490.467, 333060.333, 20.88, 0.571741, , 
648337.600, 333098.167, 20.98, 0.569055, , 
648646.233, 332945.633, 21.07, 0.566953, , 
649089.700, 332992.967, 21.17, 0.565735, , 
649409.033, 332959.700, 21.27, 0.564403, , 
649555.733, 332946.567, 21.37, 0.563806, , 
649938.067, 332843.400, 21.47, 0.561784, , 
650321.333, 332928.433, 21.57, 0.561032, , 
649807.967, 332920.067, 21.67, 0.562753, , 
650001.133, 332956.367, 21.77, 0.562329, , 
649496.267, 333010.000, 21.87, 0.564441, , 
648959.500, 333175.167, 21.97, 0.567417, , 
647696.400, 333114.267, 22.07, 0.571390, , 
646183.300, 333095.167, 22.17, 0.576524, , 
644464.867, 333083.467, 22.27, 0.582438, , 
642257.500, 333022.300, 22.37, 0.589746, , 
640041.033, 333179.067, 22.46, 0.598585, , 
637361.833, 333113.267, 22.57, 0.607581, , 
634379.900, 333135.433, 22.66, 0.618284, , 
630800.600, 333114.500, 22.76, 0.630876, , 
626565.833, 333000.133, 22.86, 0.645262, , 
621805.033, 332964.100, 22.97, 0.662183, , 
616638.900, 332985.000, 23.06, 0.681100, , 
609865.000, 332883.100, 23.16, 0.705269, , 
603178.867, 332897.933, 23.26, 0.730178, , 
595078.233, 332877.833, 23.36, 0.760470, , 
586734.800, 332927.800, 23.46, 0.792584, , 
577097.633, 332951.467, 23.56, 0.830014, , 
567470.333, 332895.100, 23.66, 0.867492, , 
557382.967, 332926.000, 23.76, 0.908065, , 
547169.500, 332979.400, 23.86, 0.950045, , 
536841.200, 332929.200, 23.96, 0.992591, , 
527207.467, 332825.467, 24.06, 1.032641, , 
517949.067, 332959.067, 24.15, 1.073415, , 
509675.000, 332977.033, 24.26, 1.109777, , 
502124.600, 332999.733, 24.36, 1.143518, , 
495570.167, 333051.367, 24.45, 1.173436, , 
489975.000, 333025.167, 24.55, 1.198812, , 
485300.833, 333096.167, 24.66, 1.220863, , 
481521.500, 333037.767, 24.75, 1.238062, , 
479581.167, 333158.733, 24.85, 1.247966, , 
478151.633, 333156.667, 24.95, 1.254670, , 
478176.700, 333098.233, 25.05, 1.254158, , 
479157.267, 333178.700, 25.15, 1.250091, , 
480909.233, 333090.900, 25.25, 1.241285, , 
484024.933, 333118.500, 25.35, 1.226938, , 
487666.700, 333080.067, 25.45, 1.209810, , 
492085.900, 333073.600, 25.55, 1.189465, , 
497255.500, 333116.433, 25.65, 1.166235, , 
502748.067, 333143.233, 25.75, 1.141695, , 
508481.233, 333116.167, 25.85, 1.115994, , 
514792.033, 333194.067, 25.94, 1.088762, , 
521382.567, 333100.733, 26.05, 1.059504, , 
527608.500, 333011.567, 26.15, 1.032187, , 
535005.700, 333193.900, 26.24, 1.002087, , 
541205.300, 333197.000, 26.34, 0.976180, , 
548320.300, 333244.367, 26.44, 0.947107, , 
554599.967, 333204.400, 26.54, 0.921210, , 
561153.167, 333267.133, 26.64, 0.895198, , 
566886.867, 333227.067, 26.74, 0.872050, , 
572387.467, 333280.300, 26.84, 0.850679, , 
577336.400, 333097.033, 26.94, 0.830067, , 
582347.533, 333221.067, 27.04, 0.811456, , 
586350.433, 333249.867, 27.14, 0.796234, , 
590994.333, 333195.767, 27.24, 0.778116, , 
594821.100, 333091.833, 27.34, 0.762889, , 
598951.533, 333164.033, 27.44, 0.747803, , 
601686.733, 332972.900, 27.54, 0.736258, , 
604653.133, 333143.267, 27.64, 0.726342, , 
607075.933, 333161.367, 27.74, 0.717465, , 
608822.533, 333125.933, 27.83, 0.710760, , 
610570.867, 333088.900, 27.93, 0.704057, , 
611526.633, 333037.633, 28.04, 0.700190, , 
613010.200, 333133.600, 28.13, 0.695386, , 
613902.267, 333098.400, 28.23, 0.691875, , 
614443.467, 333142.600, 28.33, 0.690191, , 
614773.100, 333243.067, 28.43, 0.689663, , 
614445.400, 333298.867, 28.53, 0.691239, , 
614317.367, 333139.633, 28.63, 0.690633, , 
613688.833, 333181.200, 28.73, 0.693217, , 
612171.500, 333045.367, 28.83, 0.697871, , 
610781.467, 333069.433, 28.93, 0.703149, , 
609227.367, 333077.833, 29.03, 0.708939, , 
607217.900, 333032.233, 29.13, 0.716066, , 
605274.900, 333111.100, 29.23, 0.723812, , 
602704.367, 333149.133, 29.32, 0.733646, , 
600159.967, 333128.900, 29.43, 0.743030, , 
597199.800, 333089.000, 29.53, 0.753888, , 
594211.267, 333071.633, 29.62, 0.765061, , 
590947.067, 332993.067, 29.72, 0.776926, , 
587648.300, 333027.533, 29.83, 0.789757, , 
584175.867, 333087.967, 29.92, 0.803502, , 
580542.800, 333065.800, 30.02, 0.817392, , 
576360.533, 332997.700, 30.12, 0.833203, , 
572524.733, 333100.300, 30.22, 0.848923, , 
568129.733, 333090.400, 30.32, 0.866198, , 
563623.200, 333173.533, 30.42, 0.884682, , 
558478.933, 333066.700, 30.52, 0.904595, , 
553001.167, 333131.733, 30.62, 0.927216, , 
546594.067, 333089.767, 30.72, 0.953159, , 
539591.300, 333076.200, 30.82, 0.982085, , 
531955.867, 333300.133, 30.92, 1.015670, , 
522942.267, 333213.667, 31.02, 1.053544, , 
512721.233, 333172.300, 31.12, 1.097686, , 
501108.800, 333141.533, 31.22, 1.149033, , 
487716.267, 333135.533, 31.32, 1.209956, , 
473276.033, 333211.067, 31.42, 1.278103, , 
457309.867, 333252.800, 31.51, 1.355614, , 
439254.733, 333019.867, 31.61, 1.444692, , 
420401.533, 332988.067, 31.71, 1.543202, , 
401745.300, 332903.400, 31.81, 1.644781, , 
382688.233, 332913.167, 31.91, 1.754213, , 
362958.467, 332946.967, 32.01, 1.873562, , 
344174.933, 333028.233, 32.11, 1.993696, , 
326113.367, 333000.133, 32.21, 2.114816, , 
309577.333, 333050.167, 32.31, 2.232260, , 
293783.600, 333047.533, 32.41, 2.350085, , 
279736.200, 333083.900, 32.51, 2.460594, , 
267377.633, 333019.733, 32.61, 2.561847, , 
256689.700, 333045.733, 32.71, 2.653827, , 
247618.900, 332954.400, 32.81, 2.734174, , 
240740.300, 332914.267, 32.91, 2.797302, , 
235198.700, 332985.300, 33.01, 2.850190, , 
231302.000, 333008.767, 33.10, 2.887946, , 
228958.633, 333059.733, 33.20, 2.911206, , 
228429.333, 333004.267, 33.31, 2.916040, , 
228625.867, 333095.000, 33.40, 2.914717, , 
230889.667, 333165.633, 33.50, 2.893021, , 
234088.667, 333130.233, 33.60, 2.861816, , 
238741.267, 333026.667, 33.70, 2.816826, , 
244713.233, 332982.100, 33.80, 2.760925, , 
251989.300, 333045.100, 33.90, 2.695414, , 
259761.167, 333086.433, 34.00, 2.627334, , 
269162.967, 333116.533, 34.10, 2.547524, , 
279089.567, 333055.967, 34.20, 2.465614, , 
289906.333, 333088.567, 34.30, 2.380261, , 
300292.200, 333075.733, 34.40, 2.300963, , 
311941.600, 333052.333, 34.50, 2.215153, , 
323323.667, 333133.200, 34.60, 2.135049, , 
334352.500, 333166.033, 34.70, 2.059787, , 
344597.100, 333218.067, 34.80, 1.992220, , 
355353.367, 333148.867, 34.89, 1.922581, , 
365071.867, 333186.700, 34.99, 1.862117, , 
374792.033, 333122.100, 35.10, 1.802545, , 
383879.700, 333191.867, 35.19, 1.749101, , 
393227.233, 333104.300, 35.29, 1.694367, , 
401736.500, 333158.167, 35.39, 1.646552, , 
409459.700, 333181.767, 35.49, 1.603859, , 
418106.733, 333176.333, 35.59, 1.556792, , 
426463.167, 333169.400, 35.69, 1.512211, , 
434330.400, 333104.567, 35.79, 1.470636, , 
442193.700, 333084.300, 35.89, 1.430120, , 
449743.767, 333022.700, 35.99, 1.391604, , 
457418.100, 332976.300, 36.09, 1.353214, , 
464740.533, 333074.200, 36.19, 1.318135, , 
472692.433, 333123.900, 36.29, 1.280291, , 
479312.433, 333115.433, 36.39, 1.248935, , 
486089.767, 332895.000, 36.49, 1.215848, , 
492705.500, 333069.100, 36.59, 1.186602, , 
499411.667, 333007.833, 36.68, 1.155765, , 
505423.767, 333020.233, 36.79, 1.128919, , 
512605.067, 333124.600, 36.88, 1.097874, , 
518622.033, 332939.800, 36.98, 1.070363, , 
525191.300, 332989.000, 37.08, 1.042369, , 
530875.900, 333071.133, 37.18, 1.018696, , 
536827.433, 333015.400, 37.28, 0.993231, , 
543213.233, 333071.867, 37.38, 0.967000, , 
548641.000, 333036.400, 37.48, 0.944386, , 
553372.167, 333057.700, 37.58, 0.925207, , 
559967.767, 333018.667, 37.68, 0.898279, , 
566161.967, 333034.033, 37.78, 0.873626, , 
570706.167, 332934.133, 37.88, 0.854960, , 
574790.267, 332977.100, 37.98, 0.839203, , 
579461.933, 332901.100, 38.08, 0.820473, , 
584098.467, 332998.633, 38.18, 0.803197, , 
588400.800, 333128.600, 38.28, 0.787560, , 
591962.367, 333144.433, 38.37, 0.774086, , 
595825.133, 333080.567, 38.48, 0.759017, , 
598778.300, 333028.333, 38.58, 0.747538, , 
602039.967, 333005.000, 38.67, 0.735155, , 
605447.367, 332895.133, 38.77, 0.721711, , 
609485.867, 333028.133, 38.87, 0.707649, , 
612018.767, 332933.333, 38.97, 0.697675, , 
614609.333, 333010.300, 39.07, 0.688690, , 
617385.300, 332903.200, 39.17, 0.677824, , 
619939.733, 332834.300, 39.27, 0.668066, , 
622556.200, 332983.767, 39.37, 0.659599, , 
625041.067, 333054.200, 39.47, 0.651110, , 
627496.133, 333035.200, 39.57, 0.642160, , 
629827.967, 333015.733, 39.67, 0.633681, , 
631776.967, 333045.267, 39.77, 0.626927, , 
633727.767, 333038.267, 39.87, 0.619942, , 
635234.533, 333054.933, 39.97, 0.614710, , 
636641.400, 333002.067, 40.07, 0.609374, , 
638416.500, 333028.067, 40.16, 0.603284, , 
639914.867, 332928.033, 40.27, 0.597332, , 
641009.133, 333022.267, 40.36, 0.594124, , 
642127.667, 333029.700, 40.46, 0.590251, , 
643942.900, 333108.667, 40.56, 0.584432, , 
645602.800, 333098.033, 40.66, 0.578566, , 
646743.700, 333102.833, 40.76, 0.574625, , 
647673.200, 332994.267, 40.86, 0.570660, , 
648819.033, 332864.000, 40.96, 0.565801, , 
650160.833, 332898.467, 41.06, 0.561385, , 
651113.033, 332801.067, 41.16, 0.557433, , 
652276.933, 332851.633, 41.26, 0.553756, , 
653637.867, 332842.133, 41.36, 0.549001, , 
654894.733, 332913.767, 41.46, 0.545162, , 
655936.133, 332915.933, 41.56, 0.541601, , 
657337.233, 333035.933, 41.66, 0.537610, , 
658421.300, 333057.833, 41.76, 0.534050, , 
658934.867, 333038.600, 41.85, 0.532165, , 
659415.067, 332998.367, 41.95, 0.530254, , 
660554.933, 332883.500, 42.06, 0.525591, , 
661800.300, 333111.333, 42.15, 0.522892, , 
662685.567, 333028.500, 42.25, 0.519324, , 
663212.300, 332973.333, 42.35, 0.517163, , 
663928.933, 333013.733, 42.45, 0.515006, , 
664718.767, 333035.667, 42.55, 0.512478, , 
665299.633, 333011.033, 42.65, 0.510346, , 
665636.333, 332927.033, 42.75, 0.508640, , 
666199.700, 333058.867, 42.85, 0.507627, , 
666649.900, 333059.233, 42.95, 0.506109, , 
667141.833, 333033.567, 43.05, 0.504276, , 
667214.300, 333027.967, 43.15, 0.503993, , 
667201.367, 333018.867, 43.25, 0.503975, , 
667142.933, 332948.967, 43.34, 0.503700, , 
666940.667, 332938.300, 43.45, 0.504310, , 
666657.800, 332914.800, 43.55, 0.505106, , 
666131.933, 332910.000, 43.64, 0.506850, , 
665331.200, 332860.033, 43.74, 0.509219, , 
664298.367, 332908.500, 43.85, 0.513043, , 
663186.600, 332865.800, 43.94, 0.516523, , 
661545.267, 332841.400, 44.04, 0.521935, , 
659986.467, 332954.067, 44.14, 0.528005, , 
657617.067, 332891.767, 44.24, 0.535678, , 
655390.433, 333057.900, 44.34, 0.544434, , 
652351.800, 332962.067, 44.44, 0.554244, , 
649452.800, 333065.033, 44.54, 0.564963, , 
645731.633, 332977.800, 44.64, 0.577305, , 
641856.000, 332953.133, 44.74, 0.590686, , 
637749.100, 332915.667, 44.84, 0.604878, , 
633901.133, 333132.233, 44.94, 0.619961, , 
629285.000, 333014.967, 45.04, 0.635617, , 
624927.067, 332965.367, 45.13, 0.650920, , 
620793.733, 332965.667, 45.24, 0.665857, , 
617086.333, 333096.000, 45.34, 0.680217, , 
613450.433, 333116.833, 45.44, 0.693657, , 
610197.600, 333100.667, 45.53, 0.705512, , 
607323.333, 333032.167, 45.63, 0.715675, , 
605076.967, 333102.500, 45.73, 0.724490, , 
603191.400, 333084.200, 45.83, 0.731390, , 
601856.700, 332990.533, 45.93, 0.735742, , 
601065.500, 333012.633, 46.03, 0.738852, , 
600808.500, 333052.333, 46.13, 0.740082, , 
600891.800, 333093.867, 46.23, 0.740051, , 
601549.500, 333080.300, 46.33, 0.737498, , 
602106.533, 332913.900, 46.43, 0.734290, , 
603305.767, 332968.900, 46.53, 0.730184, , 
604507.733, 332946.933, 46.63, 0.725556, , 
606025.400, 333033.633, 46.73, 0.720500, , 
607590.467, 333047.400, 46.83, 0.714788, , 
609640.667, 333281.867, 46.93, 0.708791, , 
611383.633, 333226.467, 47.03, 0.701992, , 
613184.900, 333164.733, 47.12, 0.694955, , 
615327.867, 333134.733, 47.22, 0.686901, , 
617235.133, 333064.933, 47.33, 0.679465, , 
619687.033, 333155.633, 47.42, 0.671156, , 
621790.900, 333119.500, 47.52, 0.663284, , 
624179.433, 333119.600, 47.62, 0.654657, , 
626842.267, 333129.633, 47.72, 0.645144, , 
629260.833, 333192.933, 47.82, 0.636905, , 
632175.300, 333274.533, 47.92, 0.627058, , 
634430.733, 333060.700, 48.02, 0.617599, , 
637173.000, 333100.300, 48.12, 0.608160, , 
639865.033, 333109.267, 48.22, 0.598732, , 
642318.867, 333041.000, 48.32, 0.589657, , 
645082.900, 333147.367, 48.42, 0.580713, , 
647480.567, 333097.967, 48.52, 0.572030, , 
649964.533, 333125.800, 48.62, 0.563601, , 
652497.700, 333214.567, 48.72, 0.555447, , 
654923.400, 333197.333, 48.82, 0.546980, , 
656555.033, 333184.233, 48.92, 0.541292, , 
658978.900, 333239.967, 49.02, 0.533375, , 
660878.200, 333137.033, 49.12, 0.526203, , 
662565.700, 333099.433, 49.21, 0.520210, , 
664490.567, 333153.900, 49.31, 0.514050, , 
666048.667, 333128.733, 49.41, 0.508609, , 
667723.867, 333285.500, 49.51, 0.504015, , 
668760.133, 333122.867, 49.61, 0.499427, , 
670028.833, 333130.633, 49.71, 0.495214, , 
671072.167, 333105.367, 49.81, 0.491542, , 
672138.733, 333036.033, 49.91, 0.487499, , 
